0	0	0	0	0	0	0	0	0.9065299803827636
0	0	0	0	0	0	0	1	-0.3105045936351413
0	0	0	0	0	0	1	0	-0.0549624137276540
0	0	0	0	0	0	1	1	-0.1193045231826485
0	0	0	0	0	0	2	0	0.0154643582391549
0	0	0	0	0	0	2	1	-0.2535679582446179
0	0	0	0	0	1	0	0	-0.0301554333768216
0	0	0	0	0	1	0	1	-0.1541009407708028
0	0	0	0	0	1	1	0	0.9366569776238897
0	0	0	0	0	1	1	1	0.1611098324717188
0	0	0	0	0	1	2	0	0.1934258496690560
0	0	0	0	0	1	2	1	-0.1861379024288937
0	0	0	0	0	2	0	0	-0.0881753355927973
0	0	0	0	0	2	0	1	-0.2221687468642008
0	0	0	0	0	2	1	0	-0.1570910532916509
0	0	0	0	0	2	1	1	-0.2340625834056477
0	0	0	0	0	2	2	0	0.9158604984682847
0	0	0	0	0	2	2	1	0.1568528402054214
0	0	0	0	1	0	0	0	0.6843955390349269
0	0	0	0	1	0	0	1	0.0469690671861024
0	0	0	0	1	0	1	0	-0.2903822836743770
0	0	0	0	1	0	1	1	-0.4838915252377061
0	0	0	0	1	0	2	0	-0.4589665791474311
0	0	0	0	1	0	2	1	-0.0165364214280019
0	0	0	0	1	1	0	0	0.2677384113325574
0	0	0	0	1	1	0	1	-0.4463892733828690
0	0	0	0	1	1	1	0	0.7870103585332952
0	0	0	0	1	1	1	1	0.1431068401666213
0	0	0	0	1	1	2	0	-0.2965278047185749
0	0	0	0	1	1	2	1	0.0354844838406137
0	0	0	0	1	2	0	0	0.4621220391064315
0	0	0	0	1	2	0	1	-0.2118788180887978
0	0	0	0	1	2	1	0	0.0743443159535162
0	0	0	0	1	2	1	1	-0.1900925345072851
0	0	0	0	1	2	2	0	0.8256552614209742
0	0	0	0	1	2	2	1	-0.1348396370332971
0	0	0	0	2	0	0	0	0.7143135718005965
0	0	0	0	2	0	0	1	0.2738234860268951
0	0	0	0	2	0	1	0	-0.0990816687824056
0	0	0	0	2	0	1	1	-0.3940153420267363
0	0	0	0	2	0	2	0	0.4883066714370154
0	0	0	0	2	0	2	1	0.1061515305141807
0	0	0	0	2	1	0	0	0.0719296494359908
0	0	0	0	2	1	0	1	-0.2035302351395846
0	0	0	0	2	1	1	0	0.8584007705841917
0	0	0	0	2	1	1	1	-0.2453673827488942
0	0	0	0	2	1	2	0	0.0697095381193695
0	0	0	0	2	1	2	1	-0.3892108859662696
0	0	0	0	2	2	0	0	-0.6054709439814363
0	0	0	0	2	2	0	1	-0.0397910109424480
0	0	0	0	2	2	1	0	-0.0996407770978189
0	0	0	0	2	2	1	1	-0.1671807801202455
0	0	0	0	2	2	2	0	0.7676756174863330
0	0	0	0	2	2	2	1	-0.0679563099138894
0	0	0	0	3	0	0	0	0.8730766977028818
0	0	0	0	3	0	0	1	-0.3009373328526561
0	0	0	0	3	0	1	0	-0.0417616108202273
0	0	0	0	3	0	1	1	0.3445360863007161
0	0	0	0	3	0	2	0	0.1036843586684802
0	0	0	0	3	0	2	1	0.1263891153919186
0	0	0	0	3	1	0	0	-0.0619233173095846
0	0	0	0	3	1	0	1	0.3758008941040031
0	0	0	0	3	1	1	0	0.6740512849111715
0	0	0	0	3	1	1	1	0.4281573374030637
0	0	0	0	3	1	2	0	0.4661086019424217
0	0	0	0	3	1	2	1	-0.0042569586335331
0	0	0	0	3	2	0	0	-0.0337729182298855
0	0	0	0	3	2	0	1	-0.0311830463875219
0	0	0	0	3	2	1	0	-0.4595851031887231
0	0	0	0	3	2	1	1	-0.1751243722695791
0	0	0	0	3	2	2	0	0.8442379488767254
0	0	0	0	3	2	2	1	-0.2079958664321181
0	0	0	1	0	0	0	0	0.8133232420723081
0	0	0	1	0	0	0	1	-0.1497245049026312
0	0	0	1	0	0	1	0	-0.2529507270098258
0	0	0	1	0	0	1	1	-0.2427443982822882
0	0	0	1	0	0	2	0	0.2066139284352981
0	0	0	1	0	0	2	1	-0.3879299523379904
0	0	0	1	0	1	0	0	0.0734066758089747
0	0	0	1	0	1	0	1	-0.4773355943315645
0	0	0	1	0	1	1	0	0.7880334125271586
0	0	0	1	0	1	1	1	-0.1272537884400332
0	0	0	1	0	1	2	0	0.3486300544521287
0	0	0	1	0	1	2	1	0.0896051869702551
0	0	0	1	0	2	0	0	-0.1798881915532139
0	0	0	1	0	2	0	1	-0.2247004793211934
0	0	0	1	0	2	1	0	-0.4669709511226813
0	0	0	1	0	2	1	1	0.1477803494508292
0	0	0	1	0	2	2	0	0.7563116931047139
0	0	0	1	0	2	2	1	0.3244097025820751
0	0	0	1	1	0	0	0	0.7752059144641381
0	0	0	1	1	0	0	1	0.0768825379454611
0	0	0	1	1	0	1	0	0.5353779986808569
0	0	0	1	1	0	1	1	0.1520721089750408
0	0	0	1	1	0	2	0	-0.2844293047814961
0	0	0	1	1	0	2	1	-0.0498929686505311
